timestamp,signal,ibit_price,btc_price,nav_estimate,spread_bps,pnl_usd
2026-07-29T13:22:10.091789,REDEEM,50.0246,85554.08,50.3058,45.16,9035.85
2026-07-29T13:22:11.095695,CREATE,50.6074,85604.65,50.3355,43.32,8768.96
2026-07-29T13:22:13.181734,REDEEM,50.1232,85572.79,50.3168,27.74,5561.47
2026-07-29T13:22:14.192664,REDEEM,50.1642,85509.11,50.2794,12.17,2442.58
2026-07-29T13:22:15.197231,CREATE,50.5534,85473.66,50.2585,47.97,9700.29
2026-07-29T13:22:21.271055,CREATE,50.7193,85592.56,50.3284,66.97,13587.54
2026-07-29T13:22:23.317824,CREATE,50.6604,85468.38,50.2554,69.90,14164.80
2026-07-29T13:22:27.368464,REDEEM,50.1221,85617.18,50.3429,33.12,6640.14
2026-07-29T13:22:28.371366,CREATE,50.5214,85662.30,50.3694,19.46,3932.70
2026-07-29T13:22:32.416339,CREATE,50.4017,85537.11,50.2958,10.34,2083.86
2026-07-29T13:22:35.421886,REDEEM,50.3051,85779.91,50.4386,15.75,3169.00
2026-07-29T13:22:36.424454,REDEEM,50.1677,85812.42,50.4577,46.73,9377.59
2026-07-29T13:22:38.468254,REDEEM,50.2814,85865.15,50.4887,30.33,6100.57
2026-07-29T13:22:39.471812,REDEEM,50.3474,85938.92,50.5321,25.82,5200.67
2026-07-29T13:22:42.512829,REDEEM,50.2978,85737.76,50.4138,12.29,2472.60
2026-07-29T13:22:44.515944,REDEEM,50.2098,85752.81,50.4226,31.49,6324.77
2026-07-29T13:22:48.557725,CREATE,50.8327,85611.42,50.3395,87.29,17749.16
2026-07-29T13:22:49.562190,CREATE,50.6865,85561.65,50.3102,64.09,12994.65
2026-07-29T13:22:50.564504,REDEEM,50.0860,85514.76,50.2827,28.37,5684.19
2026-07-29T13:22:51.566468,REDEEM,50.2694,85735.16,50.4123,17.61,3540.30
2026-07-29T13:22:53.619285,REDEEM,50.3669,85870.08,50.4916,13.98,2817.10
2026-07-29T13:22:55.622534,CREATE,50.6156,85778.98,50.4380,24.51,4962.52
2026-07-29T13:22:56.624596,REDEEM,50.1784,85662.63,50.3696,27.23,5464.89
2026-07-29T13:22:58.674748,REDEEM,50.2172,85652.64,50.3638,18.36,3688.49
2026-07-29T13:23:00.678321,REDEEM,50.0455,85742.88,50.4168,62.91,12593.78
2026-07-29T13:23:04.719440,CREATE,50.6660,85976.19,50.5540,11.47,2325.22
2026-07-29T13:23:09.775374,CREATE,50.7833,86045.95,50.5950,26.55,5392.47
2026-07-29T13:23:11.778186,REDEEM,50.4201,86057.40,50.6018,25.19,5079.97
2026-07-29T13:23:15.824962,REDEEM,50.1982,85870.31,50.4917,47.40,9517.43
2026-07-29T13:23:18.866338,REDEEM,50.2821,85966.85,50.5485,41.97,8442.24
2026-07-29T13:23:20.870439,CREATE,50.6761,85914.62,50.5178,20.65,4185.95
2026-07-29T13:23:21.873093,CREATE,50.7251,85942.56,50.5342,27.10,5497.93
2026-07-29T13:23:22.917098,REDEEM,50.3837,85985.18,50.5593,24.01,4839.64
2026-07-29T13:23:23.920261,REDEEM,50.4037,85938.28,50.5317,14.62,2948.21
2026-07-29T13:23:25.923843,REDEEM,50.4143,85936.01,50.5304,12.26,2471.46
2026-07-29T13:23:33.005216,CREATE,50.5972,85838.15,50.4728,13.94,2821.54
2026-07-29T13:23:34.008476,REDEEM,50.0753,85868.64,50.4908,71.54,14330.30
2026-07-29T13:23:35.012247,REDEEM,50.3207,85769.93,50.4327,11.50,2315.08
2026-07-29T13:23:37.015045,CREATE,50.7229,85962.05,50.5457,24.39,4947.80
2026-07-29T13:23:39.061194,CREATE,50.6990,86040.00,50.5915,10.57,2143.41
2026-07-29T13:23:40.063275,REDEEM,50.3254,85910.92,50.5156,26.95,5424.40
2026-07-29T13:23:41.066686,CREATE,50.6928,85991.88,50.5632,14.95,3031.51
2026-07-29T13:23:42.070997,REDEEM,50.4770,86065.46,50.6065,14.88,3004.16
2026-07-29T13:23:43.111355,CREATE,50.9203,86149.57,50.6559,41.52,8456.39
2026-07-29T13:23:51.154514,REDEEM,50.1413,85689.86,50.3856,37.76,7573.80
2026-07-29T13:23:53.196077,REDEEM,50.3145,85893.80,50.5056,27.10,5454.97
2026-07-29T13:23:54.198934,CREATE,50.7321,86047.07,50.5957,16.28,3303.15
2026-07-29T13:23:55.201922,REDEEM,50.1908,85889.31,50.5029,51.07,10253.91
2026-07-29T13:23:56.203997,REDEEM,50.3782,85902.79,50.5108,15.55,3133.17
2026-07-29T13:23:58.251755,REDEEM,50.0301,85850.62,50.4802,78.41,15691.04
2026-07-29T13:23:59.254659,REDEEM,50.3730,85861.99,50.4869,11.84,2386.16
2026-07-29T13:24:00.256435,CREATE,50.6575,85784.44,50.4413,32.18,6520.57
2026-07-29T13:24:01.258534,REDEEM,50.2151,85726.32,50.4071,27.35,5492.82
2026-07-29T13:24:02.261727,REDEEM,50.3192,85818.34,50.4612,17.43,3507.37
2026-07-29T13:24:05.310996,CREATE,50.5731,85699.82,50.3915,25.33,5125.06
2026-07-29T13:24:06.313586,REDEEM,50.2955,85738.24,50.4141,12.81,2576.28
2026-07-29T13:24:09.354266,CREATE,50.6925,85911.67,50.5161,24.25,4916.61
2026-07-29T13:24:14.396315,REDEEM,50.2421,85692.40,50.3871,18.05,3628.09
2026-07-29T13:24:20.439541,REDEEM,50.3642,85883.30,50.4994,16.04,3232.28
2026-07-29T13:24:21.442828,REDEEM,50.4030,85919.04,50.5204,12.53,2525.36
2026-07-29T13:24:25.503558,REDEEM,50.2553,85922.60,50.5225,42.15,8473.85
2026-07-29T13:24:26.507158,REDEEM,50.3643,85983.25,50.5581,27.63,5567.14
2026-07-29T13:24:27.510538,REDEEM,50.2927,85999.07,50.5675,43.61,8773.31
2026-07-29T13:24:29.559901,CREATE,50.6514,85879.34,50.4971,19.88,4028.65
2026-07-29T13:24:33.607777,REDEEM,50.4868,86147.89,50.6550,22.49,4541.41
2026-07-29T13:24:35.612205,REDEEM,50.5255,86146.34,50.6540,14.67,2965.27
2026-07-29T13:24:42.657625,REDEEM,50.4112,86077.09,50.6133,29.22,5892.29
2026-07-29T13:24:44.710628,REDEEM,50.1163,85994.77,50.5649,77.98,15632.16
2026-07-29T13:24:47.714592,REDEEM,50.4156,86088.59,50.6201,29.69,5987.86
2026-07-29T13:24:48.762038,CREATE,50.7898,86094.38,50.6235,22.17,4504.20
2026-07-29T13:24:50.765467,CREATE,50.7222,86048.92,50.5968,14.11,2863.06
2026-07-29T13:24:51.768372,CREATE,50.6699,85987.86,50.5609,10.89,2206.18
2026-07-29T13:24:52.770416,CREATE,50.6882,86001.29,50.5688,12.93,2621.81
2026-07-29T13:24:57.819970,CREATE,50.7088,86016.31,50.5776,15.26,3094.42
2026-07-29T13:24:59.866800,CREATE,50.8020,86026.03,50.5833,32.57,6618.41
2026-07-29T13:25:00.870435,REDEEM,50.3689,86005.63,50.5713,29.31,5905.82
2026-07-29T13:25:01.873736,CREATE,50.6095,85873.54,50.4936,12.25,2479.60
2026-07-29T13:25:03.915397,REDEEM,50.3011,86029.40,50.5853,45.46,9147.22
2026-07-29T13:25:08.956761,CREATE,50.8489,86054.82,50.6002,38.48,7826.25
2026-07-29T13:25:11.959613,CREATE,50.8131,86162.06,50.6633,18.90,3841.87
2026-07-29T13:25:12.962100,REDEEM,50.5938,86225.22,50.7004,10.34,2093.03
2026-07-29T13:25:15.017191,REDEEM,50.6451,86350.32,50.7740,14.70,2977.74
2026-07-29T13:25:17.020185,CREATE,51.0304,86446.76,50.8307,28.63,5844.95
2026-07-29T13:25:22.064979,CREATE,50.9709,86421.06,50.8156,19.90,4057.78
2026-07-29T13:25:24.111775,CREATE,51.0566,86452.43,50.8340,33.14,6767.36
2026-07-29T13:25:25.113798,REDEEM,50.7285,86519.93,50.8737,17.86,3623.69
2026-07-29T13:25:29.181960,CREATE,51.1214,86588.25,50.9139,30.11,6156.79
2026-07-29T13:25:30.183964,REDEEM,50.7556,86624.90,50.9354,24.62,4999.10
2026-07-29T13:25:37.234599,CREATE,51.3055,86871.24,51.0803,33.46,6867.24
2026-07-29T13:25:40.277465,CREATE,51.3041,86969.52,51.1381,21.84,4481.59
2026-07-29T13:25:41.279593,CREATE,51.2374,86925.47,51.1122,13.86,2840.74
2026-07-29T13:25:42.282226,REDEEM,50.9661,86963.12,51.1343,22.24,4534.27
2026-07-29T13:25:43.285672,CREATE,51.3325,87061.05,51.1919,16.84,3456.99
2026-07-29T13:25:44.330477,REDEEM,50.9276,86998.95,51.1554,33.86,6896.89
2026-07-29T13:25:47.334458,CREATE,51.3070,86925.78,51.1124,27.46,5635.01
2026-07-29T13:25:48.336814,CREATE,51.2925,86880.86,51.0859,29.81,6116.32
2026-07-29T13:25:49.374753,REDEEM,50.9343,86832.69,51.0576,13.50,2749.73
2026-07-29T13:25:52.379348,REDEEM,50.9220,86938.56,51.1199,28.04,5710.59
2026-07-29T13:25:53.382470,REDEEM,50.7787,86877.50,51.0840,49.08,9968.21
2026-07-29T13:25:55.423818,REDEEM,50.7465,86712.78,50.9871,36.52,7412.07
2026-07-29T13:25:56.427732,CREATE,51.2589,86636.42,50.9422,51.52,10564.18
2026-07-29T13:25:57.430427,REDEEM,50.7283,86702.27,50.9809,38.87,7888.18
2026-07-29T13:25:58.432905,REDEEM,50.7988,86615.77,50.9301,15.09,3067.21
2026-07-29T13:26:01.473564,CREATE,51.1144,86614.50,50.9293,25.69,5253.25
2026-07-29T13:26:02.475893,CREATE,51.0685,86671.84,50.9630,10.03,2049.72
2026-07-29T13:26:03.477972,CREATE,51.1824,86690.87,50.9742,30.20,6183.68
2026-07-29T13:26:06.526134,REDEEM,50.6316,86626.36,50.9363,49.13,9950.43
2026-07-29T13:26:09.566501,CREATE,51.2675,86777.75,51.0253,36.84,7554.21
2026-07-29T13:26:10.570004,REDEEM,50.8248,86791.71,51.0335,30.22,6144.06
2026-07-29T13:26:14.609455,REDEEM,50.8691,86726.60,50.9952,14.06,2861.02
2026-07-29T13:26:17.613831,REDEEM,50.9181,86788.54,51.0317,11.58,2359.42
2026-07-29T13:26:18.615927,CREATE,51.4107,87034.69,51.1764,35.17,7231.43
2026-07-29T13:26:19.655870,CREATE,51.2716,87001.90,51.1571,11.74,2408.73
2026-07-29T13:26:21.658631,CREATE,51.4289,87064.47,51.1939,35.28,7258.10
2026-07-29T13:26:22.662007,REDEEM,50.9343,87007.64,51.1605,33.54,6833.73
2026-07-29T13:26:25.702709,REDEEM,51.0187,87103.06,51.2166,27.98,5710.07
2026-07-29T13:26:28.706024,CREATE,51.5556,87255.44,51.3062,38.01,7837.99
2026-07-29T13:26:29.752066,REDEEM,51.2299,87349.75,51.3617,15.01,3075.55
2026-07-29T13:26:31.755686,CREATE,51.7414,87338.98,51.3553,64.58,13366.43
2026-07-29T13:26:33.759831,CREATE,51.5984,87475.08,51.4353,21.10,4354.34
2026-07-29T13:26:34.803162,REDEEM,51.2654,87487.91,51.4429,23.87,4895.43
2026-07-29T13:26:36.805876,CREATE,51.4692,87306.31,51.3361,15.30,3150.90
2026-07-29T13:26:39.852915,REDEEM,51.1494,87225.92,51.2888,16.55,3385.42
2026-07-29T13:26:40.855943,CREATE,51.5346,87362.98,51.3694,21.55,4443.13
2026-07-29T13:26:41.858628,CREATE,51.5730,87452.91,51.4223,18.69,3855.50
2026-07-29T13:26:44.903252,REDEEM,51.3129,87567.79,51.4899,23.74,4871.70
2026-07-29T13:26:47.907122,CREATE,51.6277,87435.64,51.4122,31.33,6469.60
2026-07-29T13:26:50.965198,REDEEM,50.7247,86997.08,51.1543,73.29,14869.67
2026-07-29T13:26:53.968942,CREATE,51.4037,87101.17,51.2155,26.14,5373.80
2026-07-29T13:26:55.009788,REDEEM,51.0428,87021.20,51.1685,13.91,2840.82
2026-07-29T13:26:56.014071,REDEEM,51.0897,87187.27,51.2661,23.75,4854.26
2026-07-29T13:26:58.017526,REDEEM,51.2043,87310.01,51.3383,15.46,3166.71
2026-07-29T13:26:59.022006,REDEEM,51.1894,87250.40,51.3032,11.54,2362.99
2026-07-29T13:27:00.069102,REDEEM,51.0916,87194.12,51.2701,24.18,4941.95
2026-07-29T13:27:01.072750,REDEEM,51.1540,87325.42,51.3473,27.01,5526.02
2026-07-29T13:27:02.074847,CREATE,51.5026,87290.96,51.3271,23.59,4858.81
2026-07-29T13:27:05.091884,CREATE,51.4153,87249.61,51.3028,11.31,2326.45
2026-07-29T13:27:07.095764,CREATE,51.4794,87366.57,51.3715,10.39,2139.33
2026-07-29T13:27:10.133639,REDEEM,51.1985,87279.01,51.3201,13.04,2671.12
2026-07-29T13:27:11.138377,REDEEM,51.0744,87226.23,51.2890,31.19,6372.74
2026-07-29T13:27:12.140675,CREATE,51.5259,87244.54,51.2998,33.48,6899.48
2026-07-29T13:27:13.142931,REDEEM,51.1256,87154.24,51.2467,12.99,2655.59
2026-07-29T13:27:15.180289,CREATE,51.3953,86986.11,51.1478,37.77,7764.44
2026-07-29T13:27:16.183126,CREATE,51.1881,86860.09,51.0737,11.76,2407.25
2026-07-29T13:27:18.186730,REDEEM,50.8320,86816.17,51.0479,31.62,6429.91
2026-07-29T13:27:19.190364,CREATE,51.0686,86641.36,50.9451,13.58,2773.72
2026-07-29T13:27:22.235240,REDEEM,50.8762,86736.91,51.0013,13.86,2820.37
2026-07-29T13:27:23.241767,REDEEM,50.7764,86863.40,51.0757,47.91,9730.78
2026-07-29T13:27:24.244740,CREATE,51.3636,86913.16,51.1049,39.99,8215.11
2026-07-29T13:27:29.286673,CREATE,51.3631,86936.11,51.1184,37.24,7651.43
2026-07-29T13:27:32.370195,CREATE,51.3862,86862.37,51.0751,50.30,10339.59
